holeid,x,y,z,MD,TVD,GM_lthology
Unknown_2,691636.55,5072723.1,-4419.02,4555.0,4555.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4424.02,4560.0,4560.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4429.02,4565.0,4565.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4434.02,4570.0,4570.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4439.02,4575.0,4575.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4444.02,4580.0,4580.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4449.02,4585.0,4585.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4454.02,4590.0,4590.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4459.02,4595.0,4595.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4464.02,4600.0,4600.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4469.02,4605.0,4605.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4474.02,4610.0,4610.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4479.02,4615.0,4615.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4484.02,4620.0,4620.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4489.02,4625.0,4625.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4494.02,4630.0,4630.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4499.02,4635.0,4635.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4504.02,4640.0,4640.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4509.02,4645.0,4645.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4514.02,4650.0,4650.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4519.02,4655.0,4655.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4524.02,4660.0,4660.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4529.02,4665.0,4665.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4534.02,4670.0,4670.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4539.02,4675.0,4675.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4544.02,4680.0,4680.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4549.02,4685.0,4685.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4554.02,4690.0,4690.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4559.02,4695.0,4695.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4564.02,4700.0,4700.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4569.02,4705.0,4705.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4574.02,4710.0,4710.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4579.02,4715.0,4715.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4584.02,4720.0,4720.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4589.02,4725.0,4725.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4594.02,4730.0,4730.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4599.02,4735.0,4735.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4604.02,4740.0,4740.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4609.02,4745.0,4745.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4614.02,4750.0,4750.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4619.02,4755.0,4755.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4624.02,4760.0,4760.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4629.02,4765.0,4765.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4634.02,4770.0,4770.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4639.02,4775.0,4775.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4644.02,4780.0,4780.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4649.02,4785.0,4785.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4654.02,4790.0,4790.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4659.02,4795.0,4795.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4664.02,4800.0,4800.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4669.02,4805.0,4805.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4674.02,4810.0,4810.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4679.02,4815.0,4815.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4684.02,4820.0,4820.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4689.02,4825.0,4825.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4694.02,4830.0,4830.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4699.02,4835.0,4835.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4704.02,4840.0,4840.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4709.02,4845.0,4845.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4714.02,4850.0,4850.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4719.02,4855.0,4855.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4724.02,4860.0,4860.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4729.02,4865.0,4865.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4734.02,4870.0,4870.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4739.02,4875.0,4875.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4744.02,4880.0,4880.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4749.02,4885.0,4885.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4754.02,4890.0,4890.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4759.02,4895.0,4895.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4764.02,4900.0,4900.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4769.02,4905.0,4905.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4774.02,4910.0,4910.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4779.02,4915.0,4915.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4784.02,4920.0,4920.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4789.02,4925.0,4925.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4794.02,4930.0,4930.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4799.02,4935.0,4935.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4804.02,4940.0,4940.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4809.02,4945.0,4945.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4814.02,4950.0,4950.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4819.02,4955.0,4955.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4824.02,4960.0,4960.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4829.02,4965.0,4965.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4834.02,4970.0,4970.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4839.02,4975.0,4975.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4844.02,4980.0,4980.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4849.02,4985.0,4985.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4854.02,4990.0,4990.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4859.02,4995.0,4995.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4864.02,5000.0,5000.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4869.02,5005.0,5005.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4874.02,5010.0,5010.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4879.02,5015.0,5015.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4884.02,5020.0,5020.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4889.02,5025.0,5025.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4894.02,5030.0,5030.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4899.02,5035.0,5035.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4904.02,5040.0,5040.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4909.02,5045.0,5045.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4914.02,5050.0,5050.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4919.02,5055.0,5055.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4924.02,5060.0,5060.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4929.02,5065.0,5065.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4934.02,5070.0,5070.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4939.02,5075.0,5075.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4944.02,5080.0,5080.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4949.02,5085.0,5085.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4954.02,5090.0,5090.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4959.02,5095.0,5095.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4964.02,5100.0,5100.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4969.02,5105.0,5105.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4974.02,5110.0,5110.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4979.02,5115.0,5115.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4984.02,5120.0,5120.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4989.02,5125.0,5125.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4994.02,5130.0,5130.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-4999.02,5135.0,5135.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5004.02,5140.0,5140.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5009.02,5145.0,5145.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5014.02,5150.0,5150.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5019.02,5155.0,5155.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5024.02,5160.0,5160.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5029.02,5165.0,5165.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5034.02,5170.0,5170.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5039.02,5175.0,5175.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5044.02,5180.0,5180.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5049.02,5185.0,5185.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5054.02,5190.0,5190.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5059.02,5195.0,5195.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5064.02,5200.0,5200.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5069.02,5205.0,5205.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5074.02,5210.0,5210.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5079.02,5215.0,5215.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5084.02,5220.0,5220.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5089.02,5225.0,5225.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5094.02,5230.0,5230.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5099.02,5235.0,5235.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5104.02,5240.0,5240.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5109.02,5245.0,5245.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5114.02,5250.0,5250.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5119.02,5255.0,5255.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5124.02,5260.0,5260.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5129.02,5265.0,5265.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5134.02,5270.0,5270.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5139.02,5275.0,5275.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5144.02,5280.0,5280.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5149.02,5285.0,5285.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5154.02,5290.0,5290.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5159.02,5295.0,5295.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5164.02,5300.0,5300.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5169.02,5305.0,5305.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5174.02,5310.0,5310.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5179.02,5315.0,5315.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5184.02,5320.0,5320.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5189.02,5325.0,5325.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5194.02,5330.0,5330.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5199.02,5335.0,5335.0,Carbonates and Dolomites
Unknown_2,691636.55,5072723.1,-5204.02,5340.0,5340.0,
Unknown_2,691636.55,5072723.1,-5209.02,5345.0,5345.0,
Unknown_2,691636.55,5072723.1,-5214.02,5350.0,5350.0,
Unknown_2,691636.55,5072723.1,-5219.02,5355.0,5355.0,
Unknown_2,691636.55,5072723.1,-5224.02,5360.0,5360.0,
Unknown_2,691636.55,5072723.1,-5229.02,5365.0,5365.0,
Unknown_2,691636.55,5072723.1,-5234.02,5370.0,5370.0,
Unknown_2,691636.55,5072723.1,-5239.02,5375.0,5375.0,
Unknown_2,691636.55,5072723.1,-5244.02,5380.0,5380.0,
Unknown_2,691636.55,5072723.1,-5249.02,5385.0,5385.0,
Unknown_2,691636.55,5072723.1,-5254.02,5390.0,5390.0,
Unknown_2,691636.55,5072723.1,-5259.02,5395.0,5395.0,
Unknown_2,691636.55,5072723.1,-5264.02,5400.0,5400.0,
Unknown_2,691636.55,5072723.1,-5269.02,5405.0,5405.0,
Unknown_2,691636.55,5072723.1,-5274.02,5410.0,5410.0,
Unknown_2,691636.55,5072723.1,-5279.02,5415.0,5415.0,
Unknown_2,691636.55,5072723.1,-5284.02,5420.0,5420.0,
Unknown_2,691636.55,5072723.1,-5289.02,5425.0,5425.0,
Unknown_2,691636.55,5072723.1,-5294.02,5430.0,5430.0,
Unknown_2,691636.55,5072723.1,-5299.02,5435.0,5435.0,
Unknown_2,691636.55,5072723.1,-5304.02,5440.0,5440.0,
Unknown_2,691636.55,5072723.1,-5309.02,5445.0,5445.0,
Unknown_2,691636.55,5072723.1,-5314.02,5450.0,5450.0,
Unknown_2,691636.55,5072723.1,-5319.02,5455.0,5455.0,
Unknown_2,691636.55,5072723.1,-5324.02,5460.0,5460.0,
Unknown_2,691636.55,5072723.1,-5329.02,5465.0,5465.0,
Unknown_2,691636.55,5072723.1,-5334.02,5470.0,5470.0,
Unknown_2,691636.55,5072723.1,-5339.02,5475.0,5475.0,
Unknown_2,691636.55,5072723.1,-5344.02,5480.0,5480.0,
Unknown_2,691636.55,5072723.1,-5349.02,5485.0,5485.0,
Unknown_2,691636.55,5072723.1,-5354.02,5490.0,5490.0,
Unknown_2,691636.55,5072723.1,-5359.02,5495.0,5495.0,
Unknown_2,691636.55,5072723.1,-5364.02,5500.0,5500.0,
Unknown_2,691636.55,5072723.1,-5369.02,5505.0,5505.0,
Unknown_2,691636.55,5072723.1,-5374.02,5510.0,5510.0,
Unknown_2,691636.55,5072723.1,-5379.02,5515.0,5515.0,
Unknown_2,691636.55,5072723.1,-5384.02,5520.0,5520.0,
Unknown_2,691636.55,5072723.1,-5389.02,5525.0,5525.0,
Unknown_2,691636.55,5072723.1,-5394.02,5530.0,5530.0,
Unknown_2,691636.55,5072723.1,-5399.02,5535.0,5535.0,
Unknown_2,691636.55,5072723.1,-5404.02,5540.0,5540.0,
Unknown_2,691636.55,5072723.1,-5409.02,5545.0,5545.0,
Unknown_2,691636.55,5072723.1,-5414.02,5550.0,5550.0,
Unknown_2,691636.55,5072723.1,-5419.02,5555.0,5555.0,
Unknown_2,691636.55,5072723.1,-5424.02,5560.0,5560.0,
Unknown_2,691636.55,5072723.1,-5429.02,5565.0,5565.0,
Unknown_2,691636.55,5072723.1,-5434.02,5570.0,5570.0,
